time (ps),Lx,Ly,Lz
1.268,13.93769486,17.67718925,14.78557352
1.27,13.93829521,17.67734409,14.78549391
1.272,13.93886937,17.67771081,14.78494234
1.274,13.93917029,17.67817811,14.78468807
1.276,13.93952869,17.67875356,14.78450672
1.278,13.93981444,17.67951258,14.7845525
1.28,13.93982969,17.68021672,14.78474745
1.282,13.93976623,17.68055311,14.785044
1.284,13.9396597,17.68100026,14.78554342
1.286,13.93978265,17.68118819,14.78614725
1.288,13.93998249,17.68138264,14.78717609
1.29,13.94003034,17.6819115,14.78826861
1.292,13.9400481,17.68235316,14.78949919
1.294,13.93993326,17.68303434,14.79066961
1.296,13.93982729,17.68383987,14.79206525
1.298,13.93972828,17.68448813,14.79336169
1.3,13.93995337,17.68533658,14.79483486
1.302,13.94025282,17.68639375,14.79614274
1.304,13.94109129,17.68752533,14.79753844
1.306,13.94175828,17.68891481,14.79910258
1.308,13.94240165,17.69042392,14.8003103
1.31,13.94314298,17.69182211,14.80138239
1.312,13.94371876,17.69316614,14.80220506
1.314,13.94448292,17.69433495,14.80285383
1.316,13.94530564,17.69536555,14.8034135
1.318,13.94620033,17.69626509,14.80434395
1.32,13.9469188,17.69736026,14.80505819
1.322,13.94738692,17.69820264,14.805503
1.324,13.94746987,17.69911739,14.80570615
1.326,13.94763246,17.70015645,14.80571243
1.328,13.94784078,17.70152391,14.805533
1.33,13.94800681,17.70259655,14.80523605
1.332,13.9483759,17.70363056,14.80491687
1.334,13.94882065,17.70471977,14.80445271
1.336,13.948963,17.70584219,14.80372212
1.338,13.94887144,17.70669656,14.80316499
1.34,13.9485629,17.70709828,14.80249193
1.342,13.94812259,17.70747738,14.80174322
1.344,13.94760186,17.70748386,14.80102167
1.346,13.94702443,17.70761285,14.80001359
1.348,13.94643218,17.70761315,14.79909985
1.35,13.94593995,17.7075923,14.79786886
1.352,13.94539886,17.70754645,14.79643127
1.354,13.94470976,17.70767317,14.79526545
1.356,13.94409591,17.70777962,14.79385223
1.358,13.94324262,17.70806833,14.7924218
1.36,13.9425994,17.70863965,14.79089899
1.362,13.94163794,17.70910965,14.78940788
1.364,13.94064516,17.70977939,14.78773832
1.366,13.93967699,17.71055355,14.7860461
1.368,13.93860524,17.71147353,14.78443835
1.37,13.93734185,17.71241219,14.78299864
1.372,13.9360579,17.71358417,14.78122772
1.374,13.93486798,17.71448467,14.7793941
1.376,13.93376059,17.71551391,14.77765477
1.378,13.93259445,17.71622855,14.77597478
1.38,13.93145756,17.71685283,14.7743769
1.382,13.9301917,17.7172332,14.77274685
1.384,13.92906222,17.71748376,14.77132805
1.386,13.92742394,17.71790351,14.76981196
1.388,13.92584102,17.71847692,14.76836823
1.39,13.92405956,17.71882202,14.76708223
1.392,13.9222114,17.71927547,14.76556244
1.394,13.92024633,17.71956386,14.76414052
1.396,13.91828787,17.72002729,14.76288043
1.398,13.91614453,17.72059121,14.76195939
1.4,13.91371677,17.72067333,14.76128018
1.402,13.91127378,17.72097151,14.7607122
1.404,13.90923284,17.72141149,14.76013535
1.406,13.90701796,17.72174897,14.75926724
1.408,13.90479247,17.72181755,14.75869703
1.41,13.90236731,17.72203088,14.75852855
1.412,13.90030505,17.72246599,14.75846327
1.414,13.8981094,17.72300706,14.75900552
1.416,13.89594009,17.72310114,14.76025469
1.418,13.89392257,17.72291315,14.76147388
1.42,13.89188831,17.72288708,14.76260989
1.422,13.8900048,17.72331387,14.76412185
1.424,13.8879789,17.72347577,14.76578699
1.426,13.88574715,17.72368677,14.76763232
1.428,13.88356589,17.72406172,14.76966989
1.43,13.88177226,17.72473851,14.77180851
1.432,13.87999326,17.72539218,14.77373382
1.434,13.87792098,17.72607784,14.77594198
1.436,13.87574381,17.7267939,14.77775972
1.438,13.87357995,17.72739422,14.77964395
1.44,13.87164839,17.7278537,14.78144112
1.442,13.86959477,17.72839329,14.78358132
1.444,13.86763119,17.72861911,14.78585403
1.446,13.8654595,17.72908464,14.78800678
1.448,13.86335565,17.72971013,14.78996317
1.45,13.86116374,17.72998342,14.79218232
1.452,13.85876536,17.7300862,14.79433063
1.454,13.85669568,17.72978476,14.79624868
1.456,13.85494294,17.72952581,14.79803363
1.458,13.85355288,17.72902149,14.79951601
1.46,13.85242499,17.72857295,14.80084531
1.462,13.85133697,17.72819096,14.80242046
1.464,13.85065538,17.7278537,14.80384413
1.466,13.85031634,17.72733829,14.8051216
1.468,13.84989811,17.72717729,14.80673759
1.47,13.84972887,17.72684755,14.80793541
1.472,13.84939444,17.7267154,14.80910406
1.474,13.84948345,17.72648968,14.81011186
1.476,13.84968303,17.72651413,14.81136215
1.478,13.84981555,17.72629071,14.81278137
1.48,13.85003092,17.72622717,14.81403375
1.482,13.85016355,17.72616052,14.81506657
1.484,13.85049839,17.72593419,14.81592945
1.486,13.85123593,17.72586984,14.81655348
1.488,13.85204881,17.7259982,14.81713975
1.49,13.85335021,17.72591519,14.81734304
1.492,13.85462418,17.72607286,14.81745647
1.494,13.85611341,17.72643596,14.81762635
1.496,13.85771369,17.72703073,14.81811107
1.498,13.8594799,17.72780514,14.81841019
1.5,13.86140353,17.72875631,14.81833834
1.502,13.86373476,17.72958418,14.81795731
1.504,13.86596976,17.73081269,14.81756484
1.506,13.8684847,17.73226075,14.81680344
1.508,13.87089956,17.73396169,14.81594221
1.51,13.87355381,17.73540536,14.81515475
1.512,13.87609997,17.73632564,14.81423481
1.514,13.87870276,17.73733008,14.8130056
1.516,13.88093581,17.7383029,14.81179853
1.518,13.88331625,17.73962693,14.81064299
1.52,13.88577841,17.74099943,14.80936153
1.522,13.88792366,17.74286477,14.80758918
1.524,13.89065117,17.74498403,14.8058445
1.526,13.89323289,17.74674551,14.80389015
1.528,13.89594906,17.7484201,14.80191775
1.53,13.89847709,17.75010165,14.79973044
1.532,13.90073605,17.75129958,14.7973042
1.534,13.90268467,17.75219683,14.79463283
1.536,13.90453893,17.75326427,14.79196965
1.538,13.90585948,17.75453097,14.78924855
1.54,13.90703621,17.75546522,14.78647252
1.542,13.90794938,17.75654322,14.78371138
1.544,13.90849841,17.75750457,14.78068071
1.546,13.90886167,17.75840435,14.77766718
1.548,13.90890658,17.75949437,14.77450147
1.55,13.9092306,17.76072148,14.77139286
1.552,13.90962988,17.76167837,14.76822732
1.554,13.90919089,17.7626724,14.76490379
1.556,13.90885454,17.76351547,14.76168834
1.558,13.90820187,17.76434388,14.75831535
1.56,13.90766637,17.76508973,14.75492796
1.562,13.90665597,17.76631199,14.75171746
1.564,13.90531832,17.7674982,14.74861737
1.566,13.90436041,17.76869252,14.7456337
1.568,13.90362102,17.77009401,14.74305221
1.57,13.90302151,17.77112166,14.74054651
1.572,13.90255036,17.77219668,14.73799622
1.574,13.90194531,17.77310702,14.73508196
1.576,13.90104391,17.77375658,14.73228438
1.578,13.89989687,17.77426932,14.72962603
1.58,13.89910416,17.77462685,14.72692283
1.582,13.89808785,17.77503318,14.7245503
1.584,13.89707556,17.77546384,14.72270817
1.586,13.89601965,17.77589024,14.72078978
1.588,13.89484864,17.77601729,14.71873506
1.59,13.89335665,17.77622021,14.71675888
1.592,13.89190068,17.77662536,14.71509384
1.594,13.89061232,17.7772398,14.7132876
1.596,13.88924439,17.77797462,14.71155609
1.598,13.88788271,17.77865512,14.70959194
1.6,13.8864117,17.779374,14.70816281
1.602,13.88469936,17.77980973,14.70713146
1.604,13.88322846,17.78030028,14.70632234
1.606,13.88178286,17.78066337,14.70553212
1.608,13.88033896,17.78114586,14.70467805
1.61,13.87903162,17.78170098,14.70411216
1.612,13.8777485,17.78189672,14.70371025
1.614,13.87660931,17.78172623,14.70361939
1.616,13.87531959,17.7816098,14.70354925
1.618,13.87408931,17.78156097,14.70365874
1.62,13.87296731,17.78137281,14.70382837
1.622,13.87172642,17.78140133,14.70440918
1.624,13.87047663,17.78136488,14.70542517
1.626,13.86934891,17.78112123,14.70639175
1.628,13.86819393,17.78090128,14.7076521
1.63,13.86723302,17.78069699,14.70866265
1.632,13.8659792,17.78068822,14.71007599
1.634,13.86470077,17.7809565,14.71166972
1.636,13.86374169,17.78122888,14.7132669
1.638,13.86322139,17.78162894,14.71519523
1.64,13.86254722,17.78209252,14.71744017
1.642,13.86199632,17.78264311,14.71934368
1.644,13.8619672,17.78359414,14.72126501
1.646,13.86240693,17.78451022,14.72340526
1.648,13.86281323,17.78508984,14.72589547
1.65,13.86327141,17.78585768,14.72864903
1.652,13.86351396,17.78652219,14.73156284
1.654,13.86370229,17.78750562,14.7343819
1.656,13.86406724,17.78884367,14.73719863
1.658,13.86457605,17.79057979,14.73996519
1.66,13.86525227,17.79216181,14.74292228
1.662,13.86600943,17.79334836,14.7458583
1.664,13.86680971,17.79471744,14.74889894
1.666,13.8673698,17.79608241,14.75214304
1.668,13.86769336,17.79730326,14.75524528
1.67,13.867897,17.79835827,14.75801391
1.672,13.86834891,17.79897878,14.76077239
1.674,13.86875397,17.79951365,14.76378361
1.676,13.86922179,17.80001842,14.76711479
1.678,13.86952038,17.80035399,14.77003042
1.68,13.86968264,17.80059172,14.77291689
1.682,13.869638,17.80067459,14.77555947
1.684,13.86980741,17.80114234,14.77796487
1.686,13.86991573,17.80147318,14.78041738
1.688,13.86987793,17.80206916,14.78286013
1.69,13.86962115,17.80274207,14.78536954
1.692,13.86917972,17.80348009,14.78783593
1.694,13.86920837,17.80427763,14.79011062
1.696,13.86917881,17.80515069,14.79217132
1.698,13.86890154,17.80598176,14.79399356
1.7,13.86838473,17.80667439,14.79587857
1.702,13.86770758,17.80708766,14.79723913
1.704,13.8669349,17.80725131,14.7985456
1.706,13.86612562,17.80757241,14.79998647
1.708,13.86554534,17.8071752,14.80148463
1.71,13.86463598,17.80664919,14.80303244
1.712,13.8635295,17.80578952,14.80439938
1.714,13.86252935,17.80504621,14.80593781
1.716,13.86126821,17.80403489,14.80737813
1.718,13.86005903,17.80288041,14.80841627
1.72,13.85868568,17.80141326,14.80926982
1.722,13.85706899,17.79961766,14.81020321
1.724,13.85564132,17.79796006,14.81095661
1.726,13.85419076,17.79626345,14.81170998
1.728,13.85314793,17.79463487,14.81228771
1.73,13.85184648,17.79263532,14.81248107
1.732,13.8503849,17.79055492,14.81224872
1.734,13.84913558,17.78837138,14.81188707
1.736,13.84787098,17.78624228,14.81149384
1.738,13.84677487,17.78429901,14.8110953
1.74,13.8455489,17.78240756,14.81044019
1.742,13.84446424,17.78089569,14.80951526
1.744,13.84330467,17.77961167,14.80836906
1.746,13.84222111,17.77813058,14.80715287
1.748,13.84111509,17.77691874,14.80574292
1.75,13.83982051,17.77528267,14.80421222
1.752,13.83874897,17.77342492,14.80245242
1.754,13.83776313,17.77156823,14.80068398
1.756,13.83728188,17.76965108,14.79848351
1.758,13.83672626,17.76781674,14.79624242
1.76,13.83616842,17.76599877,14.793846
1.762,13.83573294,17.7645618,14.79135035
1.764,13.83541299,17.76326592,14.78889463
1.766,13.83483491,17.76193832,14.78654733
1.768,13.83426605,17.76056543,14.78390355
1.77,13.83374356,17.75912817,14.78112733
1.772,13.83316854,17.75765386,14.77802788
1.774,13.83239041,17.75662754,14.77484444
1.776,13.83164463,17.75567258,14.77169984
1.778,13.83078487,17.75484211,14.76887791
1.78,13.83000008,17.75448656,14.76608503
1.782,13.8289533,17.75396527,14.76354302
1.784,13.82766791,17.75358372,14.76079688
1.786,13.82635156,17.75332561,14.75807583
1.788,13.8252151,17.75301237,14.75546987
1.79,13.8239202,17.75287975,14.75309149
1.792,13.82307035,17.75316384,14.75103818
1.794,13.82242738,17.75349327,14.74926561
1.796,13.82206521,17.75402286,14.74731432
1.798,13.8214644,17.75449623,14.74525161
1.8,13.82115858,17.75498983,14.74311978
1.802,13.82101082,17.75558722,14.74088013
1.804,13.82141468,17.75617659,14.73891127
1.806,13.82155596,17.75675774,14.73709297
1.808,13.82168348,17.75724691,14.73550364
1.81,13.82176807,17.75768453,14.73414112
1.812,13.82177331,17.75785706,14.73309738
1.814,13.82166224,17.75830619,14.7319724
1.816,13.82164389,17.75890431,14.73083275
1.818,13.82163537,17.75983046,14.729828
1.82,13.82174122,17.7609458,14.72881752
1.822,13.8220929,17.76230917,14.72769717
1.824,13.8228052,17.76381481,14.7263941
1.826,13.82327923,17.76546184,14.72511983
1.828,13.82373353,17.7672681,14.72401357
1.83,13.824382,17.76914017,14.72302813
1.832,13.82503443,17.77070487,14.7224246
1.834,13.82560023,17.77236848,14.72182264
1.836,13.82643429,17.77387177,14.72135322
1.838,13.82740615,17.7753888,14.72100077
1.84,13.82835824,17.77681036,14.72081832
1.842,13.8290763,17.778196,14.72081773
1.844,13.82989927,17.77971327,14.72098355
1.846,13.83092221,17.78109667,14.72120569
1.848,13.83199651,17.78245062,14.72138885
1.85,13.83272725,17.78398055,14.72177351
1.852,13.83311044,17.78564864,14.72214664
1.854,13.83362357,17.7875377,14.72263494
1.856,13.83418599,17.78951632,14.72344811
1.858,13.83486234,17.79156018,14.724426
1.86,13.83580346,17.79381123,14.72547543
1.862,13.83662597,17.79591393,14.72683605
1.864,13.83746216,17.7978055,14.72785251
1.866,13.8381367,17.79968605,14.72869034
1.868,13.83855471,17.80142715,14.72965375
1.87,13.8390274,17.80317225,14.73048478
1.872,13.83947138,17.80464043,14.73128453
1.874,13.83997372,17.80613675,14.73247138
1.876,13.8403871,17.80776078,14.73391337
1.878,13.84086381,17.80899578,14.73566041
1.88,13.84145691,17.81027098,14.73716909
1.882,13.84247466,17.81153421,14.73860975
1.884,13.84315663,17.81264381,14.7400912
1.886,13.84370845,17.8136737,14.74164214
1.888,13.84433803,17.81470318,14.74310242
1.89,13.84482137,17.81565404,14.744605
1.892,13.84535924,17.81654575,14.74601192
1.894,13.84559628,17.81755865,14.74758172
1.896,13.84582415,17.81824323,14.7492845
1.898,13.84600518,17.81872788,14.75069107
1.9,13.84613901,17.81910294,14.75188284
1.902,13.84624152,17.81971917,14.75269626
1.904,13.84594573,17.82002186,14.75378404
1.906,13.84585602,17.82035431,14.75469425
1.908,13.84618768,17.82093998,14.75543442
1.91,13.84649462,17.82160412,14.75644973
1.912,13.84665505,17.82220489,14.75694541
1.914,13.84663576,17.82295839,14.75778929
1.916,13.84647704,17.82378926,14.75881287
1.918,13.84650389,17.82469736,14.7597457
1.92,13.84646546,17.82570464,14.76054888
1.922,13.8463401,17.82695123,14.76151354
1.924,13.84634448,17.82811482,14.76224597
1.926,13.84647538,17.82935476,14.76318655
1.928,13.84691121,17.83054449,14.76438932
1.93,13.84743576,17.831926,14.76575051
1.932,13.84799994,17.8330232,14.76714922
1.934,13.8485691,17.8342016,14.76870193
1.936,13.84911347,17.83494569,14.77032816
1.938,13.84952447,17.83569054,14.77194646
1.94,13.84981543,17.83650054,14.77371421
1.942,13.85001037,17.83741125,14.77534102
1.944,13.85014728,17.83836793,14.77660385
1.946,13.84975289,17.83902831,14.77771995
1.948,13.84953413,17.83950337,14.7783919
1.95,13.84950125,17.84015833,14.77904781
1.952,13.84921778,17.84088832,14.77969524
1.954,13.84928239,17.84131467,14.780426
1.956,13.84896304,17.84190402,14.78100532
1.958,13.84866157,17.84246126,14.78170878
1.96,13.84830169,17.84272741,14.78246302
1.962,13.84807286,17.84268836,14.78343931
1.964,13.84754084,17.84261557,14.78420346
1.966,13.84712809,17.84227196,14.78511986
1.968,13.8463601,17.84166216,14.78564704
1.97,13.84553581,17.84079272,14.78590366
1.972,13.8446426,17.83986232,14.78611687
1.974,13.84355547,17.83895974,14.78632722
1.976,13.84256863,17.83812351,14.78652354
1.978,13.8412217,17.83726988,14.78666949
1.98,13.83991759,17.83606624,14.78650007
1.982,13.83855221,17.83517994,14.78615567
1.984,13.83736877,17.83430083,14.78570607
1.986,13.83588797,17.83345795,14.78496792
1.988,13.83408858,17.83272821,14.78423142
1.99,13.8322386,17.83187914,14.78366485
1.992,13.83034411,17.83092655,14.78325683
1.994,13.82865923,17.82984077,14.78294003
1.996,13.82656307,17.828858,14.78262314
1.998,13.82455808,17.82767055,14.78190387
2,13.82269271,17.82615714,14.78102452
2.002,13.82087902,17.82453459,14.78041376
2.004,13.81880878,17.82295327,14.77975127
2.006,13.81703166,17.82123704,14.77869506
2.008,13.81516425,17.81927516,14.77693591
2.01,13.81355353,17.81723222,14.77518164
2.012,13.81231642,17.81501887,14.77367873
2.014,13.81098454,17.81284635,14.7718607
2.016,13.80991111,17.81054749,14.77019625
2.018,13.80922174,17.80829017,14.76842571
2.02,13.80877086,17.80603562,14.76664725
2.022,13.80815587,17.80390212,14.76483496
2.024,13.80725908,17.80193039,14.76315255
2.026,13.80608677,17.79990618,14.76119917
2.028,13.8051024,17.79766047,14.75912324
2.03,13.80401757,17.79523811,14.75714825
2.032,13.80288478,17.79222809,14.75497248
2.034,13.80165883,17.7893898,14.75304308
2.036,13.80086229,17.78636855,14.75129041
2.038,13.80031223,17.78333264,14.74969757
2.04,13.79946237,17.78019121,14.74801956
2.042,13.7986625,17.77726164,14.74673699
2.044,13.7981749,17.77439393,14.74593015
2.046,13.79758943,17.77146657,14.74522867
2.048,13.79677149,17.76868859,14.74467807
2.05,13.79621347,17.76604491,14.74446085
2.052,13.79624566,17.7634146,14.74459564
2.054,13.79638079,17.7603337,14.74502193
2.056,13.79645977,17.75717657,14.74542619
2.058,13.79661283,17.75388101,14.74595469
2.06,13.79668253,17.75061101,14.74661458
2.062,13.79660045,17.74737504,14.7475467
2.064,13.79655595,17.74425535,14.74824803
2.066,13.79675966,17.74124877,14.74908595
2.068,13.79692901,17.73840007,14.74980266
2.07,13.79735235,17.73546603,14.75115834
2.072,13.7980293,17.7325125,14.75234238
2.074,13.79880375,17.72977488,14.75385446
2.076,13.79948887,17.72716795,14.75530599
2.078,13.80005031,17.72470342,14.75697829
2.08,13.80047384,17.72178184,14.75858139
2.082,13.80057798,17.7188902,14.76013654
2.084,13.80119417,17.71603311,14.76179861
2.086,13.80184016,17.71337703,14.76345088
2.088,13.80289812,17.71096158,14.76503378
2.09,13.80432816,17.70869177,14.76652067
2.092,13.80607428,17.70703217,14.76805887
2.094,13.80825793,17.70590133,14.76938895
2.096,13.81051895,17.70445331,14.77085772
2.098,13.81291755,17.70321389,14.77240222
2.1,13.81532346,17.70215685,14.77391788
2.102,13.81771697,17.70119479,14.77515047
2.104,13.82021816,17.70037485,14.77642803
2.106,13.82271277,17.69936713,14.7775884
2.108,13.82544484,17.69799348,14.778655
2.11,13.82814531,17.69666453,14.77975134
2.112,13.83103496,17.69555841,14.78084905
2.114,13.8338256,17.6945958,14.78221193
2.116,13.83666132,17.6935633,14.78323717
2.118,13.83954433,17.69253277,14.78416277
2.12,13.8423677,17.69154175,14.78469101
2.122,13.8454536,17.6908408,14.78564945
2.124,13.84836391,17.69033429,14.78674631
2.126,13.85097361,17.6900002,14.78798695
2.128,13.8533918,17.68971973,14.78906979
2.13,13.85595116,17.68941708,14.78997031
2.132,13.85846015,17.68897075,14.79108972
2.134,13.86068014,17.68799188,14.79194309
2.136,13.86294879,17.68703039,14.79252848
2.138,13.86502427,17.68636435,14.79270064
2.14,13.86724585,17.68585589,14.79250852
2.142,13.86951644,17.68515977,14.79235729
2.144,13.87164978,17.68480618,14.79178347
2.146,13.8737316,17.68472598,14.79149488
2.148,13.8758472,17.68461884,14.79116241
2.15,13.87777764,17.68437877,14.79077787
2.152,13.87968956,17.68413136,14.79057985
2.154,13.88189234,17.68416592,14.79063101
2.156,13.8840434,17.68446259,14.79095907
2.158,13.88633512,17.68505255,14.7910847
2.16,13.88903961,17.68547312,14.7911011
2.162,13.89154594,17.68591374,14.79106825
2.164,13.89389406,17.6862458,14.7908683
2.166,13.89642433,17.68650987,14.79054875
2.168,13.8989314,17.68672423,14.7899001
2.17,13.90124968,17.6867878,14.78917434
2.172,13.90361408,17.68715783,14.78846013
2.174,13.90592135,17.68793158,14.78785365
2.176,13.90793767,17.68895085,14.78719488
2.178,13.9099819,17.68978578,14.78633713
2.18,13.91208601,17.6906482,14.78561023
2.182,13.91411223,17.69146066,14.78494788
2.184,13.91595232,17.6924383,14.78432533
2.186,13.91776578,17.69349986,14.78317703
2.188,13.91951422,17.69451009,14.78181362
2.19,13.92145242,17.69546813,14.78085831
2.192,13.92345892,17.69635881,14.77975014
2.194,13.92523341,17.6970751,14.77860722
2.196,13.9268679,17.69786551,14.77727334
2.198,13.92841229,17.69891943,14.77594915
2.2,13.92970322,17.69959638,14.77454412
2.202,13.93090606,17.7005977,14.77292501
2.204,13.93202578,17.70139022,14.77117534
2.206,13.93308767,17.70230365,14.76940203
2.208,13.93398352,17.70321337,14.76748631
2.21,13.93479428,17.70389718,14.76544642
2.212,13.93566373,17.70464009,14.7631354
2.214,13.93610518,17.70535717,14.76095791
2.216,13.9364866,17.70609853,14.75877535
2.218,13.93678763,17.7069433,14.75687658
2.22,13.93684465,17.70771327,14.75515887
2.222,13.9364987,17.70821438,14.75369789
2.224,13.93584107,17.70886529,14.75251091
2.226,13.93523068,17.70963844,14.75130334
2.228,13.93465284,17.71032983,14.74996747
2.23,13.93411137,17.71102884,14.74845652
2.232,13.93383782,17.71195872,14.74721375
2.234,13.93331596,17.71258321,14.74617989
2.236,13.93279247,17.71340899,14.74525172
2.238,13.93223899,17.71445083,14.74450831
2.24,13.93187557,17.71565942,14.74372139
2.242,13.93156826,17.71674113,14.7430765
2.244,13.93163746,17.71790172,14.74227434
2.246,13.93177431,17.71931947,14.74160237
2.248,13.93148786,17.72069665,14.74125771
2.25,13.93102488,17.72233246,14.74086439
2.252,13.93063589,17.72395796,14.74038125
2.254,13.93029848,17.72526305,14.73996314
2.256,13.93007676,17.72630916,14.74002885
2.258,13.92991571,17.72782788,14.74006862
2.26,13.92963515,17.72937643,14.74034003
2.262,13.92939313,17.73067845,14.74068315
2.264,13.9291373,17.73208726,14.74121372
2.266,13.92891286,17.73307498,14.74204292
2.268,13.92847568,17.73389099,14.74313333
2.27,13.92808051,17.73506898,14.74479139
2.272,13.92752248,17.73609661,14.7469788
2.274,13.92685712,17.73719464,14.7491244
2.276,13.92608012,17.7381471,14.75126469
2.278,13.92520018,17.73929442,14.75349065
2.28,13.92439362,17.740038,14.75576094
2.282,13.92347135,17.7403444,14.75777809
2.284,13.92257471,17.7405394,14.75958704
2.286,13.92214989,17.74102608,14.76108182
2.288,13.9215678,17.74142529,14.7626441
2.29,13.92117761,17.74143035,14.76441766
2.292,13.92126922,17.74139895,14.76610358
2.294,13.92133266,17.74137502,14.76773307
2.296,13.92165241,17.7414563,14.76905223
2.298,13.92202823,17.74167307,14.77036879
2.3,13.92257639,17.74181163,14.77154157
2.302,13.9230813,17.74169312,14.77266704
2.304,13.92331982,17.74180073,14.77373682
2.306,13.92315239,17.74193614,14.77496971
2.308,13.92308584,17.74218065,14.77585936
2.31,13.92356686,17.74220229,14.77655425
2.312,13.92412194,17.74185792,14.77705045
2.314,13.92460508,17.74146793,14.77736259
2.316,13.92483081,17.7409009,14.7777678
2.318,13.92517992,17.74000353,14.77826656
2.32,13.92565258,17.73940018,14.77858009
2.322,13.92628651,17.73849942,14.77902007
2.324,13.92682278,17.73706322,14.77916209
2.326,13.92710652,17.73516441,14.77909782
2.328,13.92766661,17.73280843,14.77895556
2.33,13.92822794,17.73054301,14.77881717
2.332,13.92889616,17.72832592,14.77887049
2.334,13.92923671,17.72584285,14.7785978
2.336,13.92976527,17.72341745,14.77809562
2.338,13.93029648,17.72114261,14.77769379
2.34,13.93094763,17.7187304,14.7774244
2.342,13.93161806,17.71634838,14.77714609
2.344,13.93231814,17.71384105,14.77641556
2.346,13.93265438,17.71118453,14.77555975
2.348,13.9331851,17.70835747,14.77461287
2.35,13.93375588,17.70573467,14.77353514
2.352,13.93433095,17.70281791,14.77248331
2.354,13.93488731,17.70032186,14.7710888
2.356,13.9351225,17.69773839,14.76984613
2.358,13.93550756,17.69524324,14.76860676
2.36,13.93621902,17.69277517,14.76730099
2.362,13.93689603,17.6904001,14.76595258
2.364,13.93742081,17.68823093,14.76472799
2.366,13.93815048,17.68621963,14.76378755
2.368,13.93896439,17.6841629,14.76287669
2.37,13.93964033,17.68206433,14.76186711
2.372,13.94002475,17.67995862,14.76071623
2.374,13.9407206,17.67805257,14.75978932
2.376,13.94139184,17.67620116,14.75875539
2.378,13.94180398,17.67420163,14.75770687
2.38,13.94203084,17.6722611,14.75657107
2.382,13.9424305,17.6702226,14.75574283
2.384,13.94278503,17.66801433,14.75499612
2.386,13.94313282,17.66576128,14.75436791
2.388,13.94367897,17.66343836,14.75367026
2.39,13.94407956,17.66142202,14.75294118
2.392,13.94404291,17.65971509,14.75240675
2.394,13.94396483,17.65788121,14.75205377
2.396,13.94392154,17.65635672,14.75154982
2.398,13.94380762,17.65472951,14.75114152
2.4,13.94342752,17.65323976,14.75116376
2.402,13.94312941,17.65160429,14.75141701
2.404,13.94258592,17.64998062,14.7515593
2.406,13.94182546,17.64831096,14.75163782
2.408,13.9412439,17.64673567,14.75190487
2.41,13.94098353,17.64530844,14.75251815
2.412,13.94066477,17.64409771,14.75336242
2.414,13.94027075,17.64314773,14.75429638
2.416,13.93970214,17.64241012,14.75538223
2.418,13.93914319,17.64179344,14.7564964
2.42,13.93896264,17.64098929,14.75737553
2.422,13.93867375,17.64006165,14.7582684
2.424,13.9384688,17.63924795,14.75929789
2.426,13.938295,17.63834606,14.76038653
2.428,13.93814752,17.63723323,14.7615847
2.43,13.93802527,17.63594563,14.76295685
2.432,13.93794983,17.63509363,14.76430261
2.434,13.93768414,17.63405116,14.76598622
2.436,13.93724366,17.63320703,14.76767142
2.438,13.93693296,17.63217313,14.76943035
2.44,13.93655995,17.63150268,14.77115368
2.442,13.9361316,17.63060076,14.77324952
2.444,13.93563348,17.6295547,14.77505307
2.446,13.93494519,17.62875166,14.77671372
2.448,13.93439707,17.62802631,14.77842439
2.45,13.93367691,17.62713866,14.78052623
2.452,13.93292926,17.62614998,14.78260517
2.454,13.93193801,17.62529738,14.78462113
2.456,13.93092423,17.62432094,14.78645537
2.458,13.92969079,17.62333107,14.78819169
2.46,13.92891586,17.62257948,14.78965304
2.462,13.92839369,17.62202223,14.79113344
2.464,13.9277625,17.62183874,14.79295382
2.466,13.92731114,17.6217976,14.79482325
2.468,13.9268633,17.62140697,14.7967533
2.47,13.92628851,17.62112497,14.79843008
2.472,13.92568331,17.62083054,14.80013395
2.474,13.92491459,17.62056201,14.80191513
2.476,13.92401015,17.620466,14.80338886
2.478,13.92329732,17.62042006,14.80466617
2.48,13.92236157,17.62040187,14.80577619
2.482,13.92101864,17.62031491,14.8069479
2.484,13.91950265,17.62006042,14.8081895
2.486,13.91801019,17.62009481,14.80954226
2.488,13.91680713,17.62008857,14.81066953
2.49,13.91556247,17.62030888,14.81177465
2.492,13.91408246,17.62067406,14.81280765
2.494,13.91259227,17.62094111,14.8135159
2.496,13.91096386,17.6212767,14.81421898
2.498,13.90965866,17.62191877,14.81501201
2.5,13.90802124,17.62279542,14.81553979
2.502,13.90680441,17.62364288,14.81600899
2.504,13.90562337,17.62471721,14.8167626
2.506,13.90439922,17.62593717,14.81749406
2.508,13.90288862,17.62715484,14.81806604
2.51,13.90141548,17.62846546,14.8185466
2.512,13.89996934,17.62978791,14.81899516
2.514,13.89849184,17.63089912,14.81906903
2.516,13.89703633,17.63210714,14.81928472
2.518,13.89611265,17.63325374,14.819558
2.52,13.89532197,17.63467475,14.81950171
2.522,13.89450475,17.63613312,14.81948921
2.524,13.89331202,17.63785189,14.81919371
2.526,13.89231018,17.63942429,14.81903547
2.528,13.89151587,17.64112971,14.81913623
2.53,13.89069935,17.64279454,14.81937638
2.532,13.88993862,17.64470029,14.81945839
2.534,13.88932418,17.64659975,14.81962351
2.536,13.88873164,17.64854566,14.81984517
2.538,13.88807986,17.65052374,14.81987078
